"Source","Statistic","Reported.Comparison","Reported.P.Value","Raw"
"12165","Neither Ideologues nor Agnostics","p","",0.001,"P < .001"
"1788","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"2460","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"3349","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"4306","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"5297","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"6287","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"7273","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"8266","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"9193","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"10159","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"11198","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"12166","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"13138","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"14126","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"15111","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"16104","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"1789","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"1882","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"1972","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"2067","Neoliberal Globalization and Heightened Perceptions of Class Division in Iceland - Oddsson","p","ns",NA,";ns"
"1790","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA,"(NS"
"2461","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"3350","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"4307","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"5298","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"6288","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"7274","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"8267","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.05,"p < 0.05"
"9194","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.01,"p < 0.01"
"10160","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.001,"p < 0.001"
"11199","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"12167","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.05,"p < 0.05"
"13139","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.01,"p < 0.01"
"14127","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.001,"p < 0.001"
"15112","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","=",0.0502,"p = 0.0502"
"16105","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"1791","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.05,"p < 0.05"
"1883","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.05,"p < 0.05"
"1973","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.01,"p < 0.01"
"2068","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","<",0.001,"p < 0.001"
"21130","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"22115","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"23101","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"2462","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"2551","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA," NS"
"2645","New Color Lines  Racial_Ethnic Inequality in Earnings among College-Educated Men - Kim","p","ns",NA,".ns"
"1792","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","=",0.001,"p = .001"
"2463","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","=",0.067,"p = .067"
"3351","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","=",0.32,"p = .32"
"4308","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"5299","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"6289","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"7275","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"8268","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"9195","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"10161","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","=",0.06,"p = .06"
"11200","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"12168","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","=",0.07,"p = .07"
"13140","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"14128","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"15113","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"16106","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"1793","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"1884","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"1974","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"2069","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"21131","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"22116","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"23102","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"2464","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"2552","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","=",0.6,"p = .60"
"2646","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","=",0.36,"p = .36"
"2740","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"2838","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"2934","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"3034","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"31114","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"32101","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"3352","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"3427","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"3527","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"3626","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.01,"p < .01"
"3725","New Parents' Psychological Adjustment and Trajectories of Early Parental Involvement - Jia - 2015","p","<",0.05,"p < .05"
"1794","Nicoletta Balbo, Nicola Barban, 2014","p","<",0.05,"p < .05"
"2465","Nicoletta Balbo, Nicola Barban, 2014","p","<",0.01,"p < .01"
"3353","Nicoletta Balbo, Nicola Barban, 2014","p","<",0.001,"p < .001"
"4309","Nicoletta Balbo, Nicola Barban, 2014","p","<",0.05,"p < .05"
"5300","Nicoletta Balbo, Nicola Barban, 2014","p","<",0.01,"p < .01"
"6290","Nicoletta Balbo, Nicola Barban, 2014","p","<",0.001,"p < .001"
"1795","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","ns",NA,"(NS"
"2466","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","ns",NA," NS"
"3354","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","ns",NA," NS"
"4322","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.05,"p < .05"
"5301","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.1,"p < .10"
"6291","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.05,"p < .05"
"7276","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.01,"p < .01"
"8269","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.001,"p < .001"
"9196","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.05,"p < .05"
"10162","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.001,"p < .001"
"11201","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.001,"p < .001"
"12169","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.1,"p < .10"
"13141","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.01,"p < .01"
"14129","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.01,"p < .01"
"15114","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p",">",0.1,"p > .10"
"16107","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.05,"p < .05"
"1796","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p",">",0.1,"p > .10"
"1885","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.05,"p < .05"
"1975","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p",">",0.1,"p > .10"
"2070","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.001,"p < .001"
"21132","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.05,"p < .05"
"22117","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p","<",0.05,"p < .05"
"23103","Nonmarital Relationships and Changing Perceptions of Marriage Among African American Young Adults - Barr - 2015","p",">",0.1,"p > .10"
"1797","Nonresident Father Involvement With Children and Divorced Women's Likelihood of Remarriage - McNamee - 2014","p","<",0.05,"p < .05"
"2467","Nonresident Father Involvement With Children and Divorced Women's Likelihood of Remarriage - McNamee - 2014","p","<",0.001,"p < .001"
"3355","Nonresident Father Involvement With Children and Divorced Women's Likelihood of Remarriage - McNamee - 2014","p","=",0.028,"p = .028"
"4323","Nonresident Father Involvement With Children and Divorced Women's Likelihood of Remarriage - McNamee - 2014","p","=",0.009,"p = .009"
"1798","Olav Sorenson, Michael S. Dahl, 2016","p","<",0.05,"p < .05"
"2468","Olav Sorenson, Michael S. Dahl, 2016","p","<",0.01,"p < .01"
"3356","Olav Sorenson, Michael S. Dahl, 2016","p","<",0.05,"p < .05"
"4324","Olav Sorenson, Michael S. Dahl, 2016","p","<",0.01,"p < .01"
"5302","Olav Sorenson, Michael S. Dahl, 2016","p","=",0.05,"p = .05"
"1799","Out of Step  Voters and Social Issues in U.S. Presidential Elections - Wurgler","p","<",0.05,"p < .05"
"1800","Parent–Child Relationships in Stepfather Families and Adolescent Adjustment  A Latent Class Analysis - Amato - 2015","p","<",0.05,"p < .05"
"2469","Parent–Child Relationships in Stepfather Families and Adolescent Adjustment  A Latent Class Analysis - Amato - 2015","p","<",0.051,"p < .051"
"3357","Parent–Child Relationships in Stepfather Families and Adolescent Adjustment  A Latent Class Analysis - Amato - 2015","p","<",0.051,"p < .051"
"4325","Parent–Child Relationships in Stepfather Families and Adolescent Adjustment  A Latent Class Analysis - Amato - 2015","p","<",0.051,"p < .051"
"5303","Parent–Child Relationships in Stepfather Families and Adolescent Adjustment  A Latent Class Analysis - Amato - 2015","p","<",0.052,"p < .052"
"6292","Parent–Child Relationships in Stepfather Families and Adolescent Adjustment  A Latent Class Analysis - Amato - 2015","p","<",0.052,"p < .052"
"7277","Parent–Child Relationships in Stepfather Families and Adolescent Adjustment  A Latent Class Analysis - Amato - 2015","p","ns",NA,"(NS"
"1801","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.001,"p < .001"
"2470","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.001,"p < .001"
"3358","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.001,"p < .001"
"4326","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.001,"p < .001"
"5304","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.001,"p < .001"
"6293","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.05,"p < .05"
"7278","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.01,"p < .01"
"8270","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.001,"p < .001"
"9197","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.05,"p < .05"
"10163","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.001,"p < .001"
"11202","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.05,"p < .05"
"12170","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","p","<",0.001,"p < .001"
